time	V(a)
6.32042e-03	3.51659e-01
6.32042e-03	1.06990e-01
6.32062e-03	-2.49284e-02
6.52005e-03	-8.37090e-02
6.52005e-03	-4.06605e-01
6.52006e-03	-3.30964e-01
6.52006e-03	-6.22785e-01
6.56733e-03	-5.22309e-01
6.56733e-03	-1.70399e-01
6.56733e-03	4.20894e-01
6.56733e-03	2.11258e+00
6.56733e-03	2.11528e+00
6.56733e-03	1.70457e+00
6.56733e-03	5.21299e-01
6.56734e-03	1.67734e-01
6.56742e-03	-1.77789e-02
6.76696e-03	-9.52730e-02
6.76696e-03	-4.04975e-01
6.76697e-03	-2.82120e-01
6.76697e-03	-6.08174e-01
6.81424e-03	-4.96652e-01
6.81424e-03	-8.33912e-02
6.81425e-03	1.39231e+00
6.81425e-03	2.29478e+00
6.81425e-03	2.15081e+00
6.81425e-03	4.91680e-01
6.81425e-03	1.68488e-01
6.81433e-03	-1.26033e-02
7.01387e-03	-7.03578e-02
7.01387e-03	-4.02012e-01
7.01387e-03	-2.56585e-01
7.01388e-03	-6.22987e-01
7.06116e-03	-4.81878e-01
7.06116e-03	-7.07691e-02
7.06116e-03	1.40256e+00
7.06116e-03	2.31240e+00
7.06116e-03	2.19684e+00
7.06117e-03	5.24194e-01
7.06117e-03	1.76074e-01
7.06126e-03	-9.05134e-03
7.26076e-03	-6.59374e-02
7.26076e-03	-4.00008e-01
7.26076e-03	-2.92704e-01
7.26077e-03	-6.25483e-01
7.30808e-03	-4.92633e-01
7.30809e-03	-1.91173e-01
7.30809e-03	3.42525e-01
7.30809e-03	1.90198e+00
7.30809e-03	2.25691e+00
7.30809e-03	1.97483e+00
7.30809e-03	6.96350e-01
7.30809e-03	3.36750e-01
7.30810e-03	1.15701e-01
7.30834e-03	-6.61837e-03
7.50764e-03	-1.00359e-01
7.50764e-03	-3.98369e-01
7.50765e-03	-2.54892e-01
7.50765e-03	-5.92101e-01
7.55503e-03	-4.91273e-01
7.55504e-03	-2.66826e-01
7.55504e-03	1.83203e-01
7.55504e-03	1.74725e+00
7.55504e-03	2.28522e+00
7.55504e-03	2.16187e+00
7.55504e-03	8.81631e-01
7.55504e-03	4.30435e-01
7.55505e-03	1.43501e-01
7.55519e-03	-4.30712e-03
7.75437e-03	-2.00711e-02
7.75437e-03	-3.51163e-01
7.75438e-03	-2.42074e-01
