time	V(A,B)
1.06566e-02	-3.24349e+00
1.06566e-02	-1.54374e+00
1.06566e-02	-4.39381e-01
1.06566e-02	-1.16889e-01
1.06566e-02	1.39188e-01
1.06794e-02	2.10910e-01
1.06794e-02	-3.57001e-01
1.06794e-02	-1.32770e+00
1.06794e-02	-2.10008e+01
1.06794e-02	-9.71438e+01
1.06794e-02	-2.26695e+02
1.06794e-02	-2.42280e+02
1.06794e-02	-2.64637e+02
1.06794e-02	-2.80171e+02
1.06794e-02	-2.89602e+02
1.06794e-02	-2.93182e+02
1.06794e-02	-2.94585e+02
1.06794e-02	-2.95358e+02
1.06794e-02	-2.96092e+02
1.06794e-02	-2.99352e+02
1.06794e-02	-3.00123e+02
1.06794e-02	-3.00588e+02
1.06795e-02	-3.00899e+02
1.08818e-02	-3.00798e+02
1.08818e-02	-2.95340e+02
1.08818e-02	-2.66508e+02
1.08818e-02	-1.88657e+02
1.08818e-02	-4.92915e+01
1.08818e-02	-2.50888e+01
1.08818e-02	-1.16626e+01
1.08818e-02	-2.17093e+00
1.08818e-02	1.95554e+00
1.08818e-02	2.97806e+00
1.08818e-02	5.63428e+00
1.08818e-02	6.12115e+00
1.08818e-02	6.39746e+00
1.13436e-02	4.03021e+00
1.18379e-02	2.41782e+00
1.18604e-02	2.30045e+00
1.18604e-02	2.60394e+00
1.18604e-02	3.88852e+00
1.18604e-02	7.41602e+00
1.18604e-02	1.27550e+01
1.18604e-02	1.89458e+01
1.18604e-02	2.55014e+01
1.18604e-02	3.01296e+01
1.18604e-02	3.46545e+01
1.18604e-02	3.94811e+01
1.18604e-02	4.26274e+01
1.18604e-02	4.47977e+01
1.18604e-02	4.68670e+01
1.18604e-02	4.98044e+01
1.18604e-02	6.01918e+01
1.18604e-02	7.68818e+01
1.18604e-02	1.13031e+02
1.18604e-02	1.47940e+02
1.18604e-02	2.80850e+02
1.18604e-02	2.92448e+02
1.18604e-02	3.03218e+02
1.18604e-02	3.03388e+02
1.19118e-02	3.03312e+02
1.19118e-02	3.03442e+02
1.19118e-02	3.03350e+02
1.19118e-02	3.02593e+02
1.19118e-02	3.00543e+02
1.19118e-02	2.96722e+02
1.19118e-02	2.86749e+02
1.19118e-02	2.80030e+02
1.19118e-02	2.72575e+02
1.19118e-02	2.66055e+02
1.19118e-02	2.63110e+02
1.19118e-02	2.60811e+02
1.19118e-02	2.56102e+02
1.19118e-02	2.50678e+02
1.19118e-02	2.40230e+02
1.19118e-02	2.20463e+02
1.19118e-02	1.90903e+02
1.19118e-02	1.54824e+02
1.19118e-02	1.17750e+02
1.19118e-02	5.37893e+01
1.19118e-02	2.69116e+01
1.19118e-02	1.47834e+01
1.19118e-02	7.22565e+00
1.19118e-02	3.18403e+00
1.19118e-02	1.60160e+00
1.19118e-02	6.71495e-01
1.19118e-02	2.88096e-01
1.19119e-02	1.09554e-01
1.20711e-02	6.46288e-02
1.20711e-02	7.07473e-01
1.20711e-02	4.83527e+00
1.20711e-02	4.87716e+01
1.20711e-02	1.53324e+02
1.20711e-02	2.71485e+02
1.20711e-02	2.81458e+02
1.20711e-02	2.91906e+02
1.20711e-02	2.96401e+02
1.20711e-02	2.97986e+02
1.20711e-02	2.98735e+02
1.20711e-02	2.99339e+02
1.20712e-02	3.02784e+02
1.20712e-02	3.03633e+02
1.20712e-02	3.04060e+02
1.20712e-02	3.04328e+02
1.21800e-02	3.03910e+02
1.21800e-02	3.02864e+02
1.21800e-02	2.81870e+02
1.21800e-02	2.04184e+02
1.21800e-02	7.55209e+01
1.21800e-02	5.98118e+01
1.21800e-02	3.58025e+01
1.21800e-02	2.17340e+01
1.21800e-02	1.17969e+01
1.21800e-02	6.65436e+00
1.21800e-02	5.35547e+00
1.21800e-02	4.46903e+00
1.21800e-02	1.54483e+00
1.21800e-02	8.87817e-01
1.21800e-02	5.06134e-01
1.21801e-02	2.75299e-01
1.30401e-02	6.57654e-02
1.30401e-02	-1.30005e-02
1.30401e-02	6.83075e-01
1.30401e-02	5.10007e+00
1.30401e-02	1.44583e+01
1.30401e-02	2.49566e+01
1.30401e-02	3.36556e+01
1.30401e-02	3.80670e+01
1.30401e-02	4.18203e+01
1.30401e-02	4.49505e+01
1.30401e-02	4.78933e+01
1.30401e-02	1.69854e+02
1.30401e-02	2.86314e+02
1.30401e-02	2.98102e+02
1.30401e-02	3.02078e+02
1.30406e-02	3.02195e+02
1.37194e-02	3.01360e+02
1.37194e-02	3.01091e+02
1.37194e-02	2.92422e+02
1.37194e-02	2.38935e+02
1.37194e-02	1.31187e+02
1.37194e-02	2.02603e+01
1.37194e-02	1.06050e+01
1.37194e-02	2.91650e+00
1.37194e-02	-4.95331e-01
1.37194e-02	-1.43189e+00
1.37194e-02	-3.88919e+00
1.37194e-02	-4.51459e+00
1.37194e-02	-4.82861e+00
1.37195e-02	-4.98651e+00
1.41470e-02	-3.20737e+00
1.42151e-02	-2.96909e+00
1.42151e-02	-4.29138e-01
1.42151e-02	7.36853e+00
1.42151e-02	1.79707e+01
1.42151e-02	2.69906e+01
1.42151e-02	3.37631e+01
1.42151e-02	3.80604e+01
1.42151e-02	4.68073e+01
1.42151e-02	9.79795e+01
1.42151e-02	2.19719e+02
1.42151e-02	2.37612e+02
1.42151e-02	2.69691e+02
1.42151e-02	2.80338e+02
1.42151e-02	3.00996e+02
1.42151e-02	3.01169e+02
1.62218e-02	3.00536e+02
1.65415e-02	3.00563e+02
1.67967e-02	3.00448e+02
1.67967e-02	3.00250e+02
1.67972e-02	3.00362e+02
1.73232e-02	3.00225e+02
1.73232e-02	2.99769e+02
1.73232e-02	2.98139e+02
1.73232e-02	2.93963e+02
1.73232e-02	2.88775e+02
1.73232e-02	2.82787e+02
1.73232e-02	2.76972e+02
1.73232e-02	2.71683e+02
1.73232e-02	2.66156e+02
1.73232e-02	2.62609e+02
1.73232e-02	2.59662e+02
1.73232e-02	2.57324e+02
1.73232e-02	2.53157e+02
1.73232e-02	2.49961e+02
1.73232e-02	2.42780e+02
1.73232e-02	2.30503e+02
1.73232e-02	2.07649e+02
1.73232e-02	1.75394e+02
1.73232e-02	1.41548e+02
1.73232e-02	9.52697e+01
1.73232e-02	3.85128e+01
1.73232e-02	1.79883e+01
1.73232e-02	8.86406e+00
1.73232e-02	2.51828e+00
1.73232e-02	8.31973e-01
1.73232e-02	-1.99086e-01
1.73232e-02	-5.23040e-01
1.73232e-02	-7.34419e-01
1.73461e-02	-8.05131e-01
1.73461e-02	-2.68979e-01
1.73461e-02	7.18417e-01
1.73461e-02	1.70019e+01
1.73461e-02	8.69398e+01
1.73461e-02	2.15182e+02
1.73461e-02	2.31574e+02
1.73461e-02	2.56515e+02
1.73461e-02	2.74840e+02
1.73461e-02	2.86922e+02
1.73461e-02	2.92454e+02
1.73461e-02	2.93993e+02
1.73461e-02	2.94726e+02
1.73461e-02	2.95468e+02
1.73461e-02	2.98732e+02
1.73461e-02	2.99516e+02
1.73461e-02	2.99990e+02
1.73461e-02	3.00303e+02
1.78749e-02	3.00209e+02
1.78749e-02	3.00489e+02
1.78749e-02	3.00424e+02
1.78749e-02	3.00647e+02
1.81300e-02	3.00497e+02
1.81300e-02	3.00261e+02
1.81300e-02	2.99121e+02
1.81300e-02	2.98445e+02
1.81300e-02	2.98690e+02
1.81300e-02	2.99600e+02
1.81300e-02	2.99901e+02
1.81301e-02	3.00077e+02
1.85271e-02	2.99998e+02
1.85271e-02	2.99492e+02
1.85271e-02	2.97706e+02
1.85271e-02	2.93409e+02
1.85271e-02	2.87950e+02
1.85271e-02	2.81969e+02
1.85271e-02	2.76514e+02
1.85271e-02	2.71750e+02
1.85271e-02	2.67768e+02
1.85271e-02	2.64651e+02
1.85271e-02	2.62123e+02
1.85271e-02	2.60073e+02
1.85271e-02	2.58033e+02
1.85271e-02	2.52407e+02
1.85271e-02	2.50659e+02
1.85271e-02	2.48389e+02
1.85271e-02	7.78482e+01
1.85271e-02	4.20606e+01
1.85271e-02	2.27978e+01
1.85271e-02	-8.00429e-01
1.85271e-02	-9.77030e-01
1.88467e-02	-9.03061e-01
1.88467e-02	1.43940e-01
1.88467e-02	1.99732e+01
1.88467e-02	9.54445e+01
1.88467e-02	2.23431e+02
1.88467e-02	2.40386e+02
1.88467e-02	2.53602e+02
1.88467e-02	2.65214e+02
1.88467e-02	2.72130e+02
1.88467e-02	2.90995e+02
1.88467e-02	2.97491e+02
1.88467e-02	2.98671e+02
1.88467e-02	3.01283e+02
1.88467e-02	3.02046e+02
1.88467e-02	3.02452e+02
1.88467e-02	3.02718e+02
1.92082e-02	3.01913e+02
1.92082e-02	3.02239e+02
1.92082e-02	3.02137e+02
1.92082e-02	3.02436e+02
1.94633e-02	3.01845e+02
1.94633e-02	3.01434e+02
1.94633e-02	2.99953e+02
1.94633e-02	2.99087e+02
1.94633e-02	2.99333e+02
