time	V(A,B)
1.30318e-02	4.80676e+01
1.30318e-02	5.04229e+01
1.30318e-02	5.39523e+01
1.30318e-02	2.08716e+02
1.30318e-02	2.27569e+02
1.30318e-02	2.63481e+02
1.30318e-02	2.75653e+02
1.30318e-02	2.85078e+02
1.30318e-02	2.91910e+02
1.30318e-02	3.02457e+02
1.30319e-02	3.02622e+02
1.32865e-02	3.02200e+02
1.32865e-02	3.01980e+02
1.32865e-02	3.00829e+02
1.32865e-02	2.97761e+02
1.32865e-02	2.92952e+02
1.32865e-02	2.87168e+02
1.32865e-02	2.81301e+02
1.32865e-02	2.74319e+02
1.32865e-02	2.70555e+02
1.32865e-02	2.66873e+02
1.32865e-02	2.63849e+02
1.32865e-02	2.61180e+02
1.32865e-02	2.54923e+02
1.32865e-02	2.52362e+02
1.32865e-02	2.46767e+02
1.32865e-02	2.36778e+02
1.32865e-02	2.16200e+02
1.32865e-02	1.87729e+02
1.32865e-02	1.54233e+02
1.32865e-02	1.12889e+02
1.32865e-02	5.04873e+01
1.32865e-02	2.51901e+01
1.32865e-02	1.20051e+01
1.32865e-02	1.17629e+01
1.32865e-02	8.85983e-02
1.32865e-02	-8.02158e-02
1.33761e-02	-2.48159e-02
1.33761e-02	1.25208e+00
1.33761e-02	2.80193e+01
1.33761e-02	1.15104e+02
1.33761e-02	2.42540e+02
1.33761e-02	2.56587e+02
1.33761e-02	2.76251e+02
1.33761e-02	2.87153e+02
1.33761e-02	2.93713e+02
1.33761e-02	2.95917e+02
1.33761e-02	2.96905e+02
1.33761e-02	2.97416e+02
1.33761e-02	2.98400e+02
1.33761e-02	3.01364e+02
1.33761e-02	3.02145e+02
1.33761e-02	3.02564e+02
1.33761e-02	3.02848e+02
1.37059e-02	3.02141e+02
1.37059e-02	2.99046e+02
1.37059e-02	2.73494e+02
1.37059e-02	1.95421e+02
1.37059e-02	5.48102e+01
1.37059e-02	3.01777e+01
1.37059e-02	1.69281e+01
1.37059e-02	7.86862e+00
1.37059e-02	2.50516e+00
1.37059e-02	7.51495e-01
1.37059e-02	-3.41095e-01
1.37059e-02	-3.40774e+00
1.37059e-02	-3.91788e+00
1.37059e-02	-4.21936e+00
1.37062e-02	-4.33707e+00
1.41551e-02	-2.72827e+00
1.42399e-02	-2.55841e+00
1.42399e-02	-2.64386e+00
1.42399e-02	-2.10232e+00
1.42399e-02	-5.77393e-01
1.42399e-02	2.72632e+00
1.42399e-02	6.48590e+00
1.42399e-02	1.18885e+01
1.42399e-02	1.80818e+01
1.42400e-02	2.57011e+01
1.42400e-02	3.29783e+01
1.42400e-02	3.63053e+01
1.42400e-02	3.86167e+01
1.42400e-02	4.46698e+01
1.42400e-02	4.77476e+01
1.42400e-02	5.46705e+01
1.42400e-02	6.66641e+01
1.42400e-02	8.88839e+01
1.42400e-02	1.18573e+02
1.42400e-02	1.52278e+02
1.42400e-02	1.95834e+02
1.42400e-02	2.65209e+02
1.42400e-02	2.84579e+02
1.42400e-02	2.92416e+02
1.42400e-02	2.96836e+02
1.42400e-02	2.98884e+02
1.42400e-02	3.00764e+02
1.42400e-02	3.01464e+02
1.42400e-02	3.01642e+02
1.46651e-02	3.01343e+02
1.46651e-02	3.01472e+02
1.46651e-02	3.01338e+02
1.46651e-02	3.00338e+02
1.46651e-02	2.97647e+02
1.46651e-02	2.93080e+02
1.46651e-02	2.81884e+02
1.46651e-02	2.74979e+02
1.46651e-02	2.67270e+02
1.46651e-02	2.62800e+02
1.46651e-02	2.60270e+02
1.46651e-02	2.55260e+02
1.46651e-02	2.50812e+02
1.46651e-02	2.43082e+02
1.46651e-02	2.31342e+02
1.46651e-02	2.28454e+02
1.46651e-02	6.04987e+01
1.46651e-02	4.31516e+01
1.46651e-02	1.92069e+01
1.46651e-02	9.77958e+00
1.46651e-02	3.48451e+00
1.46651e-02	2.99653e+00
1.46651e-02	1.23384e+00
1.46651e-02	9.19045e-02
1.46651e-02	-1.45171e-01
1.46687e-02	-1.38975e-01
1.46688e-02	1.31774e+00
1.46688e-02	2.06802e+01
1.46688e-02	9.56365e+01
1.46688e-02	2.23513e+02
1.46688e-02	2.39223e+02
1.46688e-02	2.62745e+02
1.46688e-02	2.78657e+02
1.46688e-02	2.89154e+02
1.46688e-02	2.93565e+02
1.46688e-02	2.94971e+02
1.46688e-02	2.95727e+02
1.46688e-02	2.96456e+02
1.46688e-02	2.99732e+02
1.46688e-02	3.00495e+02
1.46688e-02	3.00947e+02
1.46688e-02	3.01248e+02
1.51852e-02	3.01003e+02
1.51852e-02	2.97757e+02
1.51852e-02	2.56473e+02
1.51852e-02	1.55360e+02
1.51852e-02	3.79796e+01
1.51852e-02	2.60795e+01
1.51852e-02	6.09390e+00
1.51852e-02	-2.09042e+00
1.51852e-02	-3.51620e+00
1.51852e-02	-6.09955e+00
1.51852e-02	-6.56799e+00
1.51852e-02	-6.90222e+00
1.51853e-02	-7.14917e+00
1.54416e-02	-5.56772e+00
1.54416e-02	-5.76791e+00
1.54416e-02	-5.40918e+00
1.54416e-02	-5.28912e+00
1.54416e-02	-3.99429e+00
1.54416e-02	-1.21176e+00
1.54416e-02	-5.36408e-01
1.54416e-02	1.94305e-01
1.54416e-02	3.59726e+01
1.54416e-02	9.16609e+01
1.54416e-02	1.60622e+02
1.54416e-02	2.27164e+02
1.54416e-02	2.79296e+02
1.54416e-02	2.93005e+02
1.54416e-02	3.00913e+02
1.54418e-02	3.01035e+02
1.59845e-02	3.00837e+02
1.59845e-02	3.00966e+02
1.59845e-02	3.00830e+02
1.59845e-02	2.99792e+02
1.59845e-02	2.97019e+02
1.59845e-02	2.92321e+02
1.59845e-02	2.81001e+02
1.59845e-02	2.74024e+02
1.59845e-02	2.66275e+02
1.59845e-02	2.61978e+02
1.59845e-02	2.59477e+02
1.59845e-02	2.54014e+02
1.59845e-02	2.45697e+02
