time	V(a)
2.84864e-02	3.09994e+02
2.87807e-02	3.07335e+02
2.88860e-02	3.06602e+02
2.88860e-02	3.05986e+02
2.88860e-02	3.01816e+02
2.88860e-02	2.92664e+02
2.88860e-02	2.82275e+02
2.88860e-02	2.74333e+02
2.88860e-02	2.68993e+02
2.88860e-02	2.65094e+02
2.88860e-02	2.61473e+02
2.88860e-02	2.28752e+02
2.88860e-02	1.38845e+02
2.88860e-02	2.13582e+01
2.88860e-02	6.38805e+00
2.88860e-02	-7.04505e-01
2.88862e-02	-8.28934e-01
2.96985e-02	-7.45273e-01
2.96985e-02	-5.02448e-01
2.96985e-02	4.22486e+00
2.96985e-02	3.32426e+01
2.96985e-02	1.13056e+02
2.96985e-02	2.38249e+02
2.96985e-02	2.52765e+02
2.96985e-02	2.66395e+02
2.96985e-02	2.92694e+02
2.96985e-02	3.03282e+02
2.96985e-02	3.04930e+02
2.96985e-02	3.06995e+02
2.96985e-02	3.08004e+02
2.96985e-02	3.08301e+02
2.96986e-02	3.08488e+02
3.00132e-02	3.06093e+02
3.03725e-02	3.04168e+02
3.03725e-02	3.04208e+02
3.03725e-02	3.03768e+02
3.03725e-02	3.00064e+02
3.03725e-02	2.91229e+02
3.03725e-02	2.80715e+02
3.03725e-02	2.72415e+02
3.03725e-02	2.66643e+02
3.03725e-02	2.62297e+02
3.03725e-02	2.50405e+02
3.03725e-02	1.92665e+02
3.03725e-02	6.73505e+01
3.03725e-02	6.05688e+01
3.03725e-02	4.49963e+01
3.03725e-02	3.16078e+01
3.03725e-02	2.13965e+01
3.03725e-02	1.36657e+01
3.03725e-02	-6.51740e-01
3.03725e-02	-7.87701e-01
3.03726e-02	-9.45239e-01
3.09066e-02	-8.37166e-01
3.09066e-02	1.75913e+00
3.09066e-02	3.01034e+01
3.09066e-02	1.13661e+02
3.09066e-02	2.38410e+02
3.09066e-02	2.53037e+02
3.09066e-02	2.75336e+02
3.09066e-02	2.87205e+02
3.09066e-02	2.96196e+02
3.09066e-02	3.00045e+02
3.09066e-02	3.01084e+02
3.09066e-02	3.01478e+02
3.09066e-02	3.03050e+02
3.09066e-02	3.05494e+02
3.09066e-02	3.05932e+02
3.09066e-02	3.06330e+02
3.09067e-02	3.06566e+02
3.12920e-02	3.04377e+02
3.17009e-02	3.02817e+02
3.18499e-02	3.02466e+02
3.18499e-02	3.02340e+02
3.18499e-02	3.01582e+02
3.18499e-02	2.99419e+02
3.18499e-02	2.95574e+02
3.18499e-02	2.85435e+02
3.18499e-02	2.79230e+02
3.18499e-02	2.73403e+02
3.18499e-02	2.69359e+02
3.18499e-02	2.65618e+02
3.18499e-02	2.62649e+02
3.18499e-02	2.60329e+02
3.18499e-02	2.56221e+02
3.18499e-02	2.54244e+02
3.18499e-02	2.51868e+02
3.18499e-02	2.48316e+02
3.18499e-02	9.55177e+01
3.18499e-02	7.67802e+01
3.18499e-02	4.23940e+01
3.18499e-02	2.52340e+01
3.18499e-02	1.50574e+01
3.18499e-02	6.14256e+00
3.18499e-02	-8.67820e-01
3.18500e-02	-1.01932e+00
3.21271e-02	-8.86652e-01
3.21271e-02	-1.36561e-01
3.21271e-02	2.36887e+01
3.21271e-02	1.06071e+02
3.21271e-02	2.34759e+02
3.21271e-02	2.49875e+02
3.21271e-02	2.72507e+02
3.21271e-02	2.84994e+02
3.21271e-02	2.93555e+02
3.21271e-02	2.97686e+02
3.21271e-02	2.98685e+02
3.21271e-02	2.99249e+02
3.21271e-02	3.03075e+02
