time	V(A,B)
1.87308e-03	-2.54458e+00
1.87308e-03	-1.48608e+01
1.87308e-03	-8.79672e+01
1.87309e-03	-1.80688e+02
1.87309e-03	-2.36695e+02
1.87309e-03	-2.83675e+02
1.87309e-03	-3.02306e+02
1.87309e-03	-3.09872e+02
1.88379e-03	-3.09687e+02
1.88380e-03	-2.69920e+02
1.88380e-03	-2.67087e+02
1.88380e-03	-2.60983e+02
1.88380e-03	-2.53947e+02
1.88380e-03	-7.59657e+00
1.88380e-03	-1.34795e+01
1.88380e-03	-3.44965e+00
1.88381e-03	1.10427e+00
1.88382e-03	-1.05928e+00
2.06350e-03	-2.52873e+01
2.06350e-03	-2.74065e+02
2.06350e-03	-2.95720e+02
2.06350e-03	-3.04928e+02
2.06351e-03	-3.10457e+02
2.13562e-03	-3.08431e+02
2.13562e-03	-2.76773e+02
2.13563e-03	-2.63716e+02
2.13563e-03	-2.62236e+02
2.13563e-03	-2.59629e+02
2.13563e-03	-2.54845e+02
2.13563e-03	-2.48229e+02
2.13563e-03	-4.91359e+01
2.13563e-03	-1.85862e+01
2.13563e-03	8.84565e+00
2.13563e-03	-1.57621e+00
2.13564e-03	9.57940e-01
2.13575e-03	-8.82787e-01
2.30558e-03	-4.65484e+00
2.30558e-03	-1.24464e+02
2.30558e-03	-2.69396e+02
2.30558e-03	-2.80829e+02
2.30558e-03	-2.94378e+02
2.30558e-03	-3.00178e+02
2.30558e-03	-3.05414e+02
2.30560e-03	-3.10292e+02
2.38760e-03	-3.08346e+02
2.38761e-03	-3.01610e+02
2.38761e-03	-2.73578e+02
2.38761e-03	-2.63832e+02
2.38761e-03	-2.39527e+02
2.38761e-03	-1.60656e+02
2.38761e-03	-2.28923e+01
2.38762e-03	1.33347e+00
2.38762e-03	-8.13498e-01
2.54754e-03	-1.35904e+00
2.54754e-03	-5.18513e+01
2.54754e-03	-1.74159e+02
2.54754e-03	-2.83886e+02
2.54754e-03	-2.95141e+02
2.54754e-03	-3.02759e+02
2.54755e-03	-3.08470e+02
2.63972e-03	-3.08095e+02
2.63972e-03	-2.97483e+02
2.63972e-03	-2.73099e+02
2.63973e-03	-2.59055e+02
2.63973e-03	-1.47842e+02
2.63973e-03	4.14607e+01
2.63973e-03	-1.37059e+00
2.63974e-03	1.07542e+00
2.64012e-03	-7.28970e-01
2.78941e-03	-1.70946e+01
2.78941e-03	-2.26821e+02
2.78941e-03	-2.54749e+02
2.78941e-03	-2.67656e+02
2.78941e-03	-2.75438e+02
2.78941e-03	-2.96481e+02
2.78941e-03	-3.03698e+02
2.78942e-03	-3.09182e+02
2.89192e-03	-3.07128e+02
2.89193e-03	-3.00916e+02
2.89193e-03	-2.72907e+02
2.89193e-03	-2.62507e+02
